,titles,Type,Processor_Name,RAM,Graphic_Processor,Operating_System,Touchscreen,Screen_Size,Screen_Resolution,Weight,MSOffice,EMMC,SSD_Capacity,HDD_Capacity,prices,links_list
24,"ASUS TUF Gaming A17 with 90Whr Battery Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050/144 Hz) FA706ICB-HX061W | FA706IC-HX036W Gaming Laptop  (17.3 Inch, Graphite Black, 2.60 Kg)",Gaming Laptop,Ryzen 7 Octa Core,8 GB,NVIDIA GeForce RTX RTX 3050,Windows 11 Home,No,43.94 cm (17.3 Inch),1920 x 1080 Pixels,2.60 Kg,No,NO,512 GB,NO HDD,"₹81,990",https://www.flipkart.com/asus-tuf-gaming-a17-90whr-battery-ryzen-7-octa-core-amd-r7-4800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fa706icb-hx061w-fa706ic-hx036w-laptop/p/itm1d301df445d80?pid=COMGB732ZPGYB2JP&lid=LSTCOMGB732ZPGYB2JPYP6PAL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_25&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGB732ZPGYB2JP.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
25,"ASUS Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) K513EP-BQ1092T Thin and Light Laptop  (15.6 Inch, Indie Black, 1.80 Kg)",Thin and Light Laptop,Core i5,8 GB,NVIDIA GeForce MX330,Windows 10 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,1.80 Kg,No,NO,512 GB,NO HDD,"₹49,990",https://www.flipkart.com/asus-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-k513ep-bq1092t-thin-light-laptop/p/itm5e4e7f79e64f0?pid=COMGMF4YH9486AHW&lid=LSTCOMGMF4YH9486AHWCWMQIZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_2_26&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGMF4YH9486AHW.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
26,"HP Pavilion x360 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0092TU Thin and Light Laptop  (14 Inch, Space Blue, 1.41 Kg, With MS Office)",Thin and Light Laptop,Core i7,16 GB,Intel Integrated Iris Xe,Windows 11 Home,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,1.41 Kg,Yes,NO,512 GB,NO HDD,"₹84,990",https://www.flipkart.com/hp-pavilion-x360-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-14-ek0092tu-thin-light-laptop/p/itm9cf832845d2c9?pid=COMGH2NJAFZSJX5C&lid=LSTCOMGH2NJAFZSJX5CGIISQH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_27&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGH2NJAFZSJX5C.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
27,"Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ACH6| 15ACH6D1| IdeaPad Gaming3 15ACH6D1 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 11 Home,No,39.62 cm (15.6 inch),1920x1080 Pixel,2.25 kg,No,NO,512 GB,NO HDD,"₹54,830",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15ach6-15ach6d1-gaming3-15ach6d1-laptop/p/itmeb72bf79e6eb4?pid=COMG8ZHDWJXZRHBW&lid=LSTCOMG8ZHDWJXZRHBWOF4RUE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_28&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_st1zL%2BYt2sNARs4Q7T61b08AAipGfTabwABP5k3za4ulB57%2BxbMgGAEumRNprTRuZEBRS%2FNEoNoresmrUJkL9w%3D%3D&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
28,"MSI Katana GF66 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/144 Hz) Katana GF66 12UD-472IN Gaming Laptop  (15.6 Inch, Black, 2.25 Kg)",Gaming Laptop,Core i5,16 GB,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,2.25 Kg,No,NO,512 GB,NO HDD,"₹81,990",https://www.flipkart.com/msi-katana-gf66-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-144-hz-12ud-472in-gaming-laptop/p/itm0f7beb23c3a47?pid=COMGEY8WAEQYU5ZP&lid=LSTCOMGEY8WAEQYU5ZPXVBGRT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_29&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGEY8WAEQYU5ZP.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
29,"APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A  (13.6 Inch, Starlight, 1.24 kg)",Thin and Light Laptop,M2,8 GB,NA,Mac OS Monterey,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,1.24 kg,No,NO,256 GB,NO HDD,"₹1,12,490",https://www.flipkart.com/apple-2022-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly13hn-a/p/itmc4339d2e58810?pid=COMGFB2GBKDVYBDD&lid=LSTCOMGFB2GBKDVYBDDLKF8WC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_30&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGFB2GBKDVYBDD.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
30,"ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg, With MS Office)",Thin and Light Laptop,Core i5,8 GB,Intel Integrated Iris Xe,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,1.80 kg,Yes,NO,512 GB,NO HDD,"₹49,990",https://www.flipkart.com/asus-vivobook-15-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ej522ws-thin-light-laptop/p/itm85cfbc3a2e8a7?pid=COMGFHNGGWNDVGSY&lid=LSTCOMGFHNGGWNDVGSY5C6JML&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_31&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGFHNGGWNDVGSY.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
31,"Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 82JQ00JCIN|82JQ0062IN|82JQ011FIN Gaming Laptop  (16 inch, Storm Grey (top), Black (bottom), 2.45 kg, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3060,Windows 11 Home,No,40.64 cm (16 inch),2560 x 1600 Pixel,2.45 kg,Yes,NO,1 TB,NO HDD,"₹1,31,490",https://www.flipkart.com/lenovo-legion-5-pro-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-82jq00jcin-82jq0062in-82jq011fin-gaming-laptop/p/itmb0758282c84db?pid=COMG6ZFCB5CP39HX&lid=LSTCOMG6ZFCB5CP39HXUACVZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_32&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_st1zL%2BYt2sNARs4Q7T61b08AAipGfTabwABP5k3za4so6%2BJiGfYE6mrOP5niJzl1LxrrwQN2u3aHPvxWb%2FlLog%3D%3D&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
32,"ASUS Zenbook 14X (2022) Space Edition Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN901WS Thin and Light Laptop  (14 inch, Titanium, 1.40 kg, With MS Office)",Thin and Light Laptop,Core i9,32 GB,Intel Integrated Iris Xe,Windows 11 Home,Yes,35.56 cm (14 inch),2880 x 1800 Pixel,1.40 kg,Yes,NO,1 TB,NO HDD,"₹1,59,990",https://www.flipkart.com/asus-zenbook-14x-2022-space-core-i9-12th-gen-32-gb-1-tb-ssd-windows-11-home-ux5401zas-kn901ws-thin-light-laptop/p/itmc615565776482?pid=COMGDGNFNHZM5ENT&lid=LSTCOMGDGNFNHZM5ENTCVXLT5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_33&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGDGNFNHZM5ENT.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
33,"HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 14-EC1003AU Thin and Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With MS Office)",Thin and Light Laptop,Ryzen 5 Hexa Core,8 GB,AMD Radeon Radeon Graphics,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixels,1.41 Kg,Yes,NO,512 GB,NO HDD,"₹52,990",https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-14-ec1003au-thin-light-laptop/p/itm1a257206fe320?pid=COMGCGSTVVGKQTVA&lid=LSTCOMGCGSTVVGKQTVAJVF572&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_34&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGCGSTVVGKQTVA.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
34,"ASUS Vivobook 15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X515EA-EJ701WS Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 Kg, With MS Office)",Thin and Light Laptop,Core i7,16 GB,Intel Integrated Iris Xe,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,1.80 Kg,Yes,NO,512 GB,NO HDD,"₹56,990",https://www.flipkart.com/asus-vivobook-15-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-x515ea-ej701ws-thin-light-laptop/p/itmb91512fec2b91?pid=COMGJTC4GY5PV8PD&lid=LSTCOMGJTC4GY5PV8PDYU63VL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_35&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGJTC4GY5PV8PD.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
35,"Lenovo Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 Kg, With MS Office)",Gaming Laptop,Core i5,16 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,2.25 Kg,Yes,NO,512 GB,NO HDD,"₹68,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6-laptop/p/itmd7174b119daa0?pid=COMGKC6YAWGQPZZY&lid=LSTCOMGKC6YAWGQPZZYMMNQJQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_36&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_st1zL%2BYt2sNARs4Q7T61b08AAipGfTabwABP5k3za4tFI4mKjgvi3L652suuqm%2Fw5nmule3WkbB9%2B%2BOCIalIEA%3D%3D&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
36,"ASUS Vivobook 16X Ryzen 5 Hexa Core R5-5600H - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB511WS Laptop  (16 inch, Quiet Blue, 1.8 kg, With MS Office)",Laptop,Ryzen 5 Hexa Core,16 GB,AMD Radeon AMD RADEON,Windows 11 Home,No,40.64 cm (16 inch),1920 x 1200 pixel,1.8 kg,Yes,NO,512 GB,NO HDD,"₹54,990",https://www.flipkart.com/asus-vivobook-16x-ryzen-5-hexa-core-r5-5600h-16-gb-512-gb-ssd-windows-11-home-m1603qa-mb511ws-laptop/p/itm2b26182c33ac7?pid=COMGHFCKYYXJZE3G&lid=LSTCOMGHFCKYYXJZE3GHIRDLR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_37&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGHFCKYYXJZE3G.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
37,"HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)",Thin and Light Laptop,Core i5,8 GB,Intel Integrated Iris Xe,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,1.69 Kg,Yes,NO,512 GB,NO HDD,"₹52,990",https://www.flipkart.com/hp-intel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fr4000tu-thin-light-laptop/p/itm7fbaaf16c90f1?pid=COMGHN4MYVNWWQHG&lid=LSTCOMGHN4MYVNWWQHGPKYJCD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_38&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGHN4MYVNWWQHG.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
38,"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Blue, 1.38 kg)",Thin and Light Laptop,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home,No,35.56 cm (14 inch),2160 x 1440 Pixel,1.38 kg,No,NO,256 GB,NO HDD,"₹46,990",https://www.flipkart.com/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm7109ffde0b2cc?pid=COMG5YDPYEB7ZAKK&lid=LSTCOMG5YDPYEB7ZAKKVEOVUY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_39&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMG5YDPYEB7ZAKK.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
39,"Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) IdeaPad Gaming3 15ACH6D2 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 Kg, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.25 Kg,Yes,NO,512 GB,NO HDD,"₹76,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-7-octa-core-amd-r7-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-gaming3-15ach6d2-laptop/p/itmd92c6762aa792?pid=COMGGMRSDDRGKFGU&lid=LSTCOMGGMRSDDRGKFGUT5XTRV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_40&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_st1zL%2BYt2sNARs4Q7T61b08AAipGfTabwABP5k3za4sY43gM1rg5rr3r67Y5gUl4o%2F5EHTIhD9ESOjDfMDQZ0w%3D%3D&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
40,"APPLE 2022 MacBook AIR M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z15S00112  (13.6 Inch, Space Grey, 1.24 Kg)",Thin and Light Laptop,M2,16 GB,NA,Mac OS Monterey,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,1.24 Kg,No,NO,256 GB,NO HDD,"₹1,31,990",https://www.flipkart.com/apple-2022-macbook-air-m2-16-gb-256-gb-ssd-mac-os-monterey-z15s00112/p/itm1d72a2f1d152f?pid=COMGHJEAPF8YFZG2&lid=LSTCOMGHJEAPF8YFZG2DLELTM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_41&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGHJEAPF8YFZG2.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
41,"HP Pavilion Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 Kg, With MS Office)",Thin and Light Laptop,Core i5,16 GB,Intel Integrated UHD Graphics,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1080 Pixels,1.41 Kg,Yes,NO,512 GB,NO HDD,"₹67,490",https://www.flipkart.com/hp-pavilion-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-14-dv2014tu-thin-light-laptop/p/itmf2da8088aa614?pid=COMGEG3ZNYZDAYVJ&lid=LSTCOMGEG3ZNYZDAYVJNYHV3Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_42&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGEG3ZNYZDAYVJ.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
42,"ASUS Vivobook 15 Touch Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EZ311WS Thin and Light Laptop  (15.6 Inch, Slate Grey, 1.80 Kg, With MS Office)",Thin and Light Laptop,Core i3,8 GB,Intel Integrated UHD Graphics,Windows 11 Home,Yes,39.62 cm (15.6 Inch),1920 x 1080 Pixels,1.80 Kg,Yes,NO,512 GB,NO HDD,"₹41,990",https://www.flipkart.com/asus-vivobook-15-touch-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ez311ws-thin-light-laptop/p/itm9280b4ca3969f?pid=COMGEFDUVGNNCZVU&lid=LSTCOMGEFDUVGNNCZVUM0H7GM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_43&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGEFDUVGNNCZVU.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
43,"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ACH6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.25 kg,No,NO,512 GB,NO HDD,"₹62,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmaef9651a2d565?pid=COMGBNFUWPH6F56F&lid=LSTCOMGBNFUWPH6F56FCWFV9T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_44&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_st1zL%2BYt2sNARs4Q7T61b08AAipGfTabwABP5k3za4uUEBWPaCNnsJDxP6A3TeSOTEipF3611LaPj1IjRnzCBQ%3D%3D&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
44,"APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A  (13.6 Inch, Midnight, 1.24 Kg)",Thin and Light Laptop,M2,8 GB,NA,Mac OS Monterey,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,1.24 Kg,No,NO,512 GB,NO HDD,"₹1,39,490",https://www.flipkart.com/apple-2022-macbook-air-m2-8-gb-512-gb-ssd-mac-os-monterey-mly43hn-a/p/itm14cf121550d1a?pid=COMGFB2GDBDYXF9D&lid=LSTCOMGFB2GDBDYXF9DPTKNCZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_45&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGFB2GDBDYXF9D.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
45,"ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Max Q) M6500IH-HN701WS Creator Laptop  (15.6 Inch, Quiet Blue, 1.80 kg, With MS Office)",Creator Laptop,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce GTX 1650 Max Q,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,1.80 kg,Yes,NO,512 GB,NO HDD,"₹57,990",https://www.flipkart.com/asus-vivobook-pro-15-ryzen-7-octa-core-amd-r7-4800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-max-q-m6500ih-hn701ws-creator-laptop/p/itm817ed9fab3f5d?pid=COMGG3S9Y9PWSRZS&lid=LSTCOMGG3S9Y9PWSRZS16LXOD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_46&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGG3S9Y9PWSRZS.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
46,"HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)",Thin and Light Laptop,Ryzen 3 Quad Core,8 GB,AMD Radeon AMD,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,1.69 Kg,Yes,NO,512 GB,NO HDD,"₹38,490",https://www.flipkart.com/hp-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-15s-eq2143au-thin-light-laptop/p/itm833bca55e158b?pid=COMGAX8EEYFKCESS&lid=LSTCOMGAX8EEYFKCESS83R2QP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_47&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=7fb979c5-6909-4d94-9571-ee0a3e748be6.COMGAX8EEYFKCESS.SEARCH&ppt=None&ppn=None&ssid=9eahreuxq80000001677668559813&qH=312f91285e048e09
